SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
186715,1,Cash loans,M,N,N,0,67500.0,137538.0,9189.0,121500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-10224,-882,-4086.0,-2873,,1,1,0,1,0,0,Laborers,1.0,2,2,SUNDAY,7,0,0,0,0,0,0,Government,,0.0567206970228191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
187317,0,Cash loans,M,Y,Y,2,247500.0,900000.0,35005.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0145199999999999,-12654,-2317,-1487.0,-3905,14.0,1,1,0,1,0,1,High skill tech staff,4.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.3839608316266404,0.6884780298151347,0.6801388218428291,0.368,0.1999,0.997,,,0.36,0.3103,0.375,,0.2048,0.2992,0.3136,0.0039,0.0048,0.375,0.2074,0.997,,,0.3625,0.3103,0.375,,0.2094,0.3269,0.3267,0.0039,0.0051,0.3716,0.1999,0.997,,,0.36,0.3103,0.375,,0.2083,0.3044,0.3192,0.0039,0.0049,reg oper account,block of flats,0.2951,Panel,No,0.0,0.0,0.0,0.0,-1289.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
188086,0,Cash loans,F,N,N,1,270000.0,657000.0,51907.5,657000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-14382,-2881,-2626.0,-4514,,1,1,0,1,1,0,Managers,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Security,,0.6035974837744178,0.1951984060044098,0.2052,,0.9871,,,0.24,0.2069,0.3333,,,,0.2231,,0.1794,0.209,,0.9871,,,0.2417,0.2069,0.3333,,,,0.2325,,0.1899,0.2071,,0.9871,,,0.24,0.2069,0.3333,,,,0.2271,,0.1832,,block of flats,0.2708,Block,No,3.0,0.0,3.0,0.0,-570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
190067,1,Cash loans,F,N,Y,0,99000.0,545040.0,25537.5,450000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0196889999999999,-10255,-2802,-5447.0,-247,,1,1,1,1,1,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 1,,0.0652639770224228,,0.0082,0.0,0.9687,0.5716,0.0013,0.0,0.0345,0.0417,0.0833,0.0244,0.0067,0.0105,0.0,0.0,0.0084,0.0,0.9687,0.5884,0.0013,0.0,0.0345,0.0417,0.0833,0.025,0.0073,0.011,0.0,0.0,0.0083,0.0,0.9687,0.5773,0.0013,0.0,0.0345,0.0417,0.0833,0.0248,0.0068,0.0107,0.0,0.0,reg oper account,block of flats,0.009,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
190155,0,Cash loans,F,N,Y,1,121500.0,477000.0,24484.5,477000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.015221,-9757,-2040,-9752.0,-2435,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Kindergarten,,0.1164457774391821,0.2250868621163805,0.0309,0.0,0.9776,0.6940000000000001,0.0028,0.0,0.069,0.125,0.1667,0.0246,0.0235,0.0214,0.0077,0.0128,0.0315,0.0,0.9777,0.706,0.0028,0.0,0.069,0.125,0.1667,0.0251,0.0257,0.0223,0.0078,0.0136,0.0312,0.0,0.9776,0.6981,0.0028,0.0,0.069,0.125,0.1667,0.025,0.0239,0.0218,0.0078,0.0131,reg oper account,block of flats,0.0196,"Stone, brick",No,2.0,0.0,2.0,0.0,-697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
190758,0,Cash loans,F,N,N,1,121500.0,945000.0,38997.0,945000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.015221,-15901,-1957,-575.0,-4705,,1,1,1,1,0,0,Core staff,3.0,2,2,THURSDAY,7,0,0,0,1,1,0,School,0.2385616873271597,0.5768004381996595,0.5919766183185521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1861.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
191445,0,Cash loans,M,Y,Y,0,112500.0,1256400.0,36864.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.009334,-12517,-2022,-1743.0,-3817,9.0,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,THURSDAY,15,0,0,0,0,1,1,Self-employed,,0.6051869730007722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-311.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
192026,0,Cash loans,F,N,N,0,153000.0,447768.0,35505.0,405000.0,Unaccompanied,Working,Higher education,Civil marriage,With parents,0.020246,-9641,-651,-2003.0,-331,,1,1,0,1,0,0,Core staff,2.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,Kindergarten,0.4868857828580826,0.380743628304428,0.2750003523983893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1732.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
192055,1,Cash loans,F,N,Y,2,157500.0,545040.0,26509.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0031219999999999,-11694,-1127,-5779.0,-2518,,1,1,1,1,0,0,Core staff,4.0,3,3,TUESDAY,10,0,0,0,0,0,0,Kindergarten,,0.3682152169437185,0.3077366963789207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-928.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
193095,0,Cash loans,F,N,Y,0,135000.0,454500.0,13288.5,454500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.015221,-19337,-7894,-7380.0,-2873,,1,1,0,1,1,0,Secretaries,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Government,0.8484137067705699,0.5656767014850675,0.5388627065779676,0.0082,,0.9707,,,,0.069,0.0417,,0.0162,,0.0101,,0.0187,0.0084,,0.9707,,,,0.069,0.0417,,0.0166,,0.0105,,0.0198,0.0083,,0.9707,,,,0.069,0.0417,,0.0165,,0.0102,,0.0191,,block of flats,0.012,Block,No,0.0,0.0,0.0,0.0,-1159.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,2.0
193453,0,Cash loans,M,Y,N,2,225000.0,582804.0,31747.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-12493,-1655,-6128.0,-4063,8.0,1,1,0,1,0,0,Laborers,4.0,1,1,SATURDAY,13,0,1,1,0,0,0,Construction,,0.5845103441468734,,0.0619,0.0751,0.9856,0.8028,0.0897,0.0,0.1379,0.1667,0.2083,0.1107,0.0504,0.0562,0.0,0.0222,0.063,0.0779,0.9856,0.8105,0.0905,0.0,0.1379,0.1667,0.2083,0.1133,0.0551,0.0585,0.0,0.0235,0.0625,0.0751,0.9856,0.8054,0.0903,0.0,0.1379,0.1667,0.2083,0.1127,0.0513,0.0572,0.0,0.0227,reg oper spec account,block of flats,0.049,"Stone, brick",No,0.0,0.0,0.0,0.0,-534.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
193760,0,Cash loans,F,Y,Y,2,58500.0,700830.0,22738.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-10310,-1563,-500.0,-2398,64.0,1,1,0,1,0,0,Sales staff,4.0,3,3,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.4109017076741821,0.4938628816996244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
194063,0,Cash loans,F,N,Y,0,135000.0,119893.5,13689.0,103500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-21727,365243,-4860.0,-4996,,1,0,0,1,0,1,,2.0,2,2,MONDAY,16,0,0,0,0,0,0,XNA,,0.5247194167914286,0.6986675550534175,0.1412,0.0692,0.9886,0.8436,0.0389,0.136,0.1172,0.3333,0.375,0.0281,0.1152,0.1138,0.0,0.0002,0.1513,0.0776,0.9896,0.8628,0.0257,0.1611,0.1379,0.3333,0.375,0.0321,0.1322,0.0947,0.0,0.0,0.1499,0.0748,0.9896,0.8591,0.0257,0.16,0.1379,0.3333,0.375,0.0319,0.1231,0.0925,0.0,0.0,reg oper account,block of flats,0.1199,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
194194,1,Revolving loans,F,N,Y,0,128700.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.015221,-19028,-5284,-2568.0,-2572,,1,1,1,1,0,0,Cooking staff,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,Hotel,0.5174493460050174,0.4444209722170531,0.3046721837533529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-817.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
194438,0,Cash loans,F,N,Y,0,67500.0,270000.0,10179.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.001333,-18155,-2903,-4387.0,-1618,,1,1,0,1,0,0,Sales staff,2.0,3,3,SATURDAY,3,0,0,0,0,0,0,Self-employed,,0.6432335128088796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
194532,0,Cash loans,F,N,Y,0,405000.0,746280.0,59094.0,675000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.072508,-23532,365243,-952.0,-4187,,1,0,0,1,1,0,,2.0,1,1,THURSDAY,15,0,0,0,0,0,0,XNA,,0.5077041296487351,0.5954562029091491,0.2639,0.0712,0.9965,0.9524,0.1659,0.32,0.1379,0.6667,0.7083,0.0243,0.2152,0.165,0.0,0.0693,0.2689,0.0739,0.9965,0.9543,0.1512,0.3222,0.1379,0.6667,0.7083,0.0236,0.2351,0.1538,0.0,0.0631,0.2665,0.0712,0.9965,0.953,0.1669999999999999,0.32,0.1379,0.6667,0.7083,0.0247,0.2189,0.168,0.0,0.0708,reg oper account,block of flats,0.0236,Panel,No,0.0,0.0,0.0,0.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
194693,0,Cash loans,M,Y,Y,0,135000.0,835380.0,40320.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.018801,-8294,-709,-925.0,-960,64.0,1,1,0,1,0,1,Core staff,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Military,0.0371860015644442,0.2636527195631183,0.1895952597360396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
195015,0,Cash loans,F,Y,N,2,117000.0,1305000.0,42097.5,1305000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.025164,-13862,-4154,-458.0,-4651,7.0,1,1,0,1,1,0,Core staff,4.0,2,2,MONDAY,9,0,0,0,0,1,1,School,0.501145324359575,0.3411868043871687,0.656158373001177,0.032,0.0152,0.9732,0.6328,0.0088,0.0,0.069,0.125,0.1667,0.0604,0.0252,0.0243,0.0039,0.0052,0.0326,0.0158,0.9732,0.6472,0.0089,0.0,0.069,0.125,0.1667,0.0618,0.0275,0.0253,0.0039,0.0055,0.0323,0.0152,0.9732,0.6377,0.0088,0.0,0.069,0.125,0.1667,0.0615,0.0257,0.0248,0.0039,0.0053,not specified,block of flats,0.0251,"Stone, brick",No,3.0,0.0,3.0,0.0,-430.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,5.0
195022,0,Cash loans,F,N,Y,0,292500.0,675000.0,19476.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20450,365243,-1147.0,-4005,,1,0,0,1,1,0,,2.0,3,3,WEDNESDAY,11,0,0,0,0,0,0,XNA,0.7483622389208366,0.5360970218285226,0.8128226070575616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2099.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
195223,0,Cash loans,F,Y,Y,1,90000.0,291915.0,12987.0,252000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010556,-16257,-4032,-6768.0,-5633,7.0,1,1,0,1,0,0,Laborers,2.0,3,3,MONDAY,16,0,0,0,0,0,0,Industry: type 9,0.5269570541613287,0.655777353975902,0.7165702448010511,0.1624,0.1069,0.9896,0.8572,0.0,0.12,0.1034,0.3333,0.375,,0.1324,0.1538,0.0,0.0,0.1607,0.0849,0.9886,0.8497,0.0,0.0806,0.069,0.3333,0.375,,0.1405,0.132,0.0,0.0,0.1639,0.1069,0.9896,0.8591,0.0,0.12,0.1034,0.3333,0.375,,0.1347,0.1566,0.0,0.0,reg oper spec account,block of flats,0.0997,Panel,No,0.0,0.0,0.0,0.0,-1843.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
195422,0,Cash loans,F,N,Y,1,90000.0,436032.0,20457.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-10578,-1163,-923.0,-334,,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.6319561466233359,0.5902333386185574,0.0247,0.0,0.9737,0.6396,0.0023,0.0,0.1034,0.0417,0.0833,0.0481,0.0202,0.0199,0.0,0.0,0.0252,0.0,0.9737,0.6537,0.0023,0.0,0.1034,0.0417,0.0833,0.0492,0.022,0.0208,0.0,0.0,0.025,0.0,0.9737,0.6444,0.0023,0.0,0.1034,0.0417,0.0833,0.049,0.0205,0.0203,0.0,0.0,reg oper account,block of flats,0.0157,"Stone, brick",No,5.0,0.0,4.0,0.0,-1059.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
196199,0,Revolving loans,M,N,Y,0,112500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-17199,-1042,-2877.0,-742,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Construction,,0.7922756135033422,,0.0412,0.0618,0.994,0.9184,0.0076,0.0,0.069,0.1667,0.0417,0.0055,0.0336,0.0518,0.0,0.0,0.042,0.0642,0.994,0.9216,0.0077,0.0,0.069,0.1667,0.0417,0.0056,0.0367,0.054,0.0,0.0,0.0416,0.0618,0.994,0.9195,0.0076,0.0,0.069,0.1667,0.0417,0.0056,0.0342,0.0528,0.0,0.0,reg oper account,block of flats,0.0425,Panel,No,0.0,0.0,0.0,0.0,-485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
198613,0,Cash loans,M,Y,Y,0,90000.0,230256.0,22216.5,216000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-19937,-2184,-9133.0,-3488,34.0,1,1,0,1,0,0,Security staff,2.0,3,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.468784746213768,0.1483963903193139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1638.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0
198953,0,Revolving loans,M,N,Y,0,81000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-19130,-1435,-11658.0,-2369,,1,1,0,1,0,0,Security staff,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7017722856653373,0.5262949398096192,0.0928,,0.9816,,,0.0,0.2069,0.1667,,0.0862,,0.088,,0.0,0.0945,,0.9816,,,0.0,0.2069,0.1667,,0.0882,,0.0917,,0.0,0.0937,,0.9816,,,0.0,0.2069,0.1667,,0.0877,,0.0896,,0.0,,block of flats,0.0692,Panel,No,0.0,0.0,0.0,0.0,-354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
200610,1,Revolving loans,F,N,Y,1,90000.0,315000.0,15750.0,315000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.001333,-17663,-488,-1027.0,-1073,,1,1,0,1,0,0,Core staff,2.0,3,3,SATURDAY,3,0,0,0,0,1,1,Government,,0.0685228659111777,,0.0186,0.0482,0.9876,0.83,,0.0,0.1034,0.0417,0.0833,0.0419,0.0151,0.0165,0.0,0.0061,0.0189,0.0501,0.9876,0.8367,,0.0,0.1034,0.0417,0.0833,0.0429,0.0165,0.0172,0.0,0.0065,0.0187,0.0482,0.9876,0.8323,,0.0,0.1034,0.0417,0.0833,0.0426,0.0154,0.0168,0.0,0.0063,reg oper account,block of flats,0.0143,Panel,No,3.0,0.0,3.0,0.0,-241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
200748,0,Cash loans,F,N,Y,0,135000.0,536917.5,27544.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-16515,-2427,-9926.0,-68,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,,0.4638686569615231,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
201307,0,Cash loans,M,Y,N,0,279000.0,254700.0,14620.5,225000.0,Unaccompanied,State servant,Higher education,Married,Office apartment,0.02461,-13321,-5258,-1928.0,-4021,2.0,1,1,1,1,0,0,Managers,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,Military,,0.4973668642005533,0.2079641743053816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
202075,0,Cash loans,F,N,Y,0,135000.0,670500.0,42889.5,670500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-17577,-2973,-1636.0,-39,,1,1,0,1,0,0,Private service staff,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4307533718214606,0.7283134340850173,,0.0814,,0.9747,,,0.0,0.1379,0.1667,,,,0.0644,,0.0,0.083,,0.9747,,,0.0,0.1379,0.1667,,,,0.067,,0.0,0.0822,,0.9747,,,0.0,0.1379,0.1667,,,,0.0655,,0.0,,block of flats,0.0506,"Stone, brick",No,3.0,2.0,3.0,1.0,-32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205091,0,Cash loans,F,N,Y,0,112500.0,103855.5,7227.0,94500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-21747,365243,-2757.0,-4822,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,XNA,,0.6061479550696669,,0.133,0.1179,0.9811,,,0.0,0.2759,0.1667,,0.1262,,0.1217,,0.0,0.1355,0.1223,0.9811,,,0.0,0.2759,0.1667,,0.1291,,0.1268,,0.0,0.1343,0.1179,0.9811,,,0.0,0.2759,0.1667,,0.1284,,0.1239,,0.0,,block of flats,0.1035,Panel,No,0.0,0.0,0.0,0.0,-719.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205156,0,Cash loans,F,Y,Y,1,135000.0,491211.0,47983.5,472500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-15561,-177,-7283.0,-4229,14.0,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.5194924161338192,0.6127042441012546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2280.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
205769,0,Cash loans,F,N,Y,0,139500.0,113760.0,5661.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.014464,-18910,-4076,-51.0,-1133,,1,1,1,1,1,0,Managers,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.4061884252191917,,0.2005,0.0564,0.9762,0.7348,,0.04,0.0517,0.1875,0.375,0.0341,0.3169,0.0798,0.0116,0.0803,0.0126,0.0,0.9722,0.7452,,0.0,0.0345,0.0417,0.375,0.0062,0.3462,0.005,0.0117,0.0114,0.2025,0.0564,0.9762,0.7383,,0.04,0.0517,0.1875,0.375,0.0347,0.3224,0.0813,0.0116,0.0819999999999999,reg oper account,block of flats,0.006,Block,No,0.0,0.0,0.0,0.0,-308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
206379,0,Cash loans,M,N,Y,0,202500.0,1574532.0,62572.5,1350000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-18638,-2176,-5199.0,-2162,,1,1,0,1,0,0,Laborers,2.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,Construction,0.6606579391880315,0.6945051078057702,0.6706517530862718,0.0619,0.0,0.9771,0.6872,0.0074,0.0,0.1379,0.1667,0.2083,0.0,0.0504,0.0517,0.0,0.0,0.063,0.0,0.9772,0.6994,0.0075,0.0,0.1379,0.1667,0.2083,0.0,0.0551,0.0539,0.0,0.0,0.0625,0.0,0.9771,0.6914,0.0075,0.0,0.1379,0.1667,0.2083,0.0,0.0513,0.0526,0.0,0.0,reg oper account,block of flats,0.0407,Panel,No,0.0,0.0,0.0,0.0,-436.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
